City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Vila Franca Do Campo,PT,37.7167,-25.4333,77.41,85,93,7.14,light rain
344,Kapchorwa,UG,1.3965,34.4509,57.6,86,45,3.74,light rain
345,Bathsheba,BB,13.2167,-59.5167,86.61,85,20,20.71,few clouds
346,Terrace,CA,54.5163,-128.6035,66.61,60,80,2.35,light rain
347,Itarema,BR,-2.9248,-39.9167,79.97,70,15,15.03,few clouds
348,Saint George,US,37.1041,-113.5841,101.79,27,0,18.41,clear sky
349,Key West,US,24.5557,-81.7826,89.01,66,20,12.66,few clouds
350,Jaumave,MX,23.4167,-99.3833,93.51,29,6,9.17,clear sky
351,Pochutla,MX,15.7432,-96.4661,88.83,66,62,7.63,broken clouds
352,Kimberley,ZA,-28.7323,24.7623,56.62,46,0,3.4,clear sky
353,Olafsvik,IS,64.8945,-23.7142,50.32,69,0,10.04,clear sky
354,Aklavik,CA,68.2191,-135.0107,75.25,38,13,9.04,few clouds
355,Kaeo,NZ,-35.1,173.7833,50.32,96,5,4.7,clear sky
356,Meybod,IR,32.2501,54.0166,90.63,16,0,6.22,clear sky
357,Severo-Kurilsk,RU,50.6789,156.125,53.83,85,75,11.43,broken clouds
358,Bilma,NE,18.6853,12.9164,97.12,28,3,10.6,clear sky
359,Wau,SS,7.7029,27.9953,71.67,93,95,4.03,overcast clouds
360,Mae Ramat,TH,16.984,98.5166,76.8,99,100,2.19,overcast clouds
361,Chara,RU,56.9064,118.2631,53.22,92,100,5.19,heavy intensity rain
362,Lagunas,PE,-5.2269,-75.6753,78.85,84,100,1.99,overcast clouds
363,Leningradskiy,RU,69.3833,178.4167,36.28,98,100,8.66,light rain
364,Dukat,RU,62.55,155.55,59.38,86,78,1.97,broken clouds
365,Norman Wells,CA,65.282,-126.8329,74.57,37,52,2.26,broken clouds
366,Bartica,GY,6.4,-58.6167,80.92,91,83,4.56,broken clouds
367,Thinadhoo,MV,0.5333,72.9333,82.11,69,100,16.17,overcast clouds
368,Kimbe,PG,-5.5502,150.1429,74.08,90,69,3.98,broken clouds
369,Mehamn,NO,71.0357,27.8492,62.55,72,0,9.22,clear sky
370,Christchurch,NZ,-43.5333,172.6333,48.4,66,74,3.44,broken clouds
371,West Fargo,US,46.875,-96.9004,80.6,44,0,21.85,clear sky
372,Maamba,ZM,-17.3667,27.15,65.07,44,0,3.62,clear sky
373,Canora,CA,51.6333,-102.4343,76.14,51,75,9.35,broken clouds
374,Minab,IR,27.1467,57.0801,90.54,69,3,3.6,clear sky
375,Lavrentiya,RU,65.5833,-171.0,50.95,85,96,7.2,overcast clouds
376,Vidra,RO,44.2606,26.1697,81.19,52,0,7.87,clear sky
377,Tuatapere,NZ,-46.1333,167.6833,54.19,68,100,9.89,light rain
378,Anadyr,RU,64.75,177.4833,55.49,81,94,3.62,light rain
379,Isla Vista,US,34.4133,-119.861,93.99,60,0,6.91,clear sky
380,Pisco,PE,-13.7,-76.2167,66.02,77,20,10.36,few clouds
381,Palafrugell,ES,41.9174,3.1631,83.16,54,1,3.0,clear sky
382,Aksu,CN,41.1231,80.2644,78.22,37,17,7.14,few clouds
383,Harper,LR,4.375,-7.7169,74.64,78,100,6.87,overcast clouds
384,Zhigansk,RU,66.7697,123.3711,47.46,61,100,21.05,overcast clouds
385,Sarlat-La-Caneda,FR,44.889,1.2166,74.39,74,95,3.71,overcast clouds
386,Jalu,LY,29.0331,21.5482,86.43,36,0,14.05,clear sky
387,Valdivia,CL,-39.8142,-73.2459,50.09,67,99,2.24,overcast clouds
388,Katangli,RU,51.7102,143.2326,54.07,97,99,7.38,overcast clouds
389,Erdenet,MN,49.0333,104.0833,56.88,94,100,3.15,overcast clouds
390,Sibolga,ID,1.7427,98.7792,73.02,87,100,5.82,overcast clouds
391,Inuvik,CA,68.3499,-133.7218,73.85,41,35,11.54,scattered clouds
392,Antofagasta,CL,-23.65,-70.4,58.28,71,45,8.81,scattered clouds
393,Nalgonda,IN,17.05,79.2667,78.48,87,100,4.21,overcast clouds
394,San Jose,US,37.3394,-121.895,95.49,41,40,9.22,scattered clouds
395,Auki,SB,-8.7676,160.7034,77.2,85,79,4.14,broken clouds
396,Redmond,US,47.674,-122.1215,69.85,72,90,1.99,overcast clouds
397,Belgrade,RS,44.804,20.4651,80.42,53,0,2.3,clear sky
398,Dudinka,RU,69.4058,86.1778,61.63,75,99,8.48,overcast clouds
399,Hornepayne,CA,49.2138,-84.7705,69.76,47,78,9.51,broken clouds
400,Mullingar,IE,53.5333,-7.35,56.68,79,100,8.97,overcast clouds
401,Natal,BR,-5.795,-35.2094,79.45,83,20,9.22,few clouds
402,Fairbanks,US,64.8378,-147.7164,73.49,52,20,5.75,few clouds
403,Puri,IN,19.8,85.85,81.12,76,100,2.86,overcast clouds
404,Mount Isa,AU,-20.7333,139.5,73.17,60,92,8.05,overcast clouds
405,Belmonte,BR,-15.8631,-38.8828,73.65,73,29,6.98,scattered clouds
406,Broome,US,42.2506,-75.833,75.24,92,100,10.36,thunderstorm with heavy rain
407,Linfen,CN,36.0889,111.5189,84.81,62,1,2.17,clear sky
408,Rawson,AR,-43.3002,-65.1023,49.33,42,30,23.17,scattered clouds
409,Natitingou,BJ,10.3042,1.3796,70.34,96,98,4.0,overcast clouds
410,Flinders,AU,-34.5833,150.8552,59.38,85,0,3.0,clear sky
411,Medzev,SK,48.7004,20.8937,72.64,46,65,4.5,broken clouds
412,Espoo,FI,60.25,24.6667,70.14,77,0,8.05,clear sky
413,Yvetot,FR,49.6174,0.7581,68.0,75,100,6.96,overcast clouds
414,Nsanje,MW,-16.92,35.262,69.26,66,0,3.0,clear sky
415,Kashi,CN,39.4547,75.9797,75.99,34,98,4.18,overcast clouds
416,Gueret,FR,46.1667,1.8667,68.43,76,3,4.18,clear sky
417,Pokhara,NP,28.2333,83.9833,72.84,92,100,1.63,overcast clouds
418,Vanimo,PG,-2.6741,141.3028,76.32,88,100,3.91,overcast clouds
419,Kloulklubed,PW,7.0419,134.2556,83.25,73,100,9.04,overcast clouds
420,Yarim,YE,14.298,44.3779,61.59,69,51,2.24,light rain
421,Kuito,AO,-12.3833,16.9333,67.48,40,65,2.75,broken clouds
422,Kalia,BD,23.0396,89.6328,80.73,89,85,3.44,overcast clouds
423,Sinnamary,GF,5.3833,-52.95,83.21,73,13,10.65,few clouds
424,Ambon,ID,-3.6954,128.1814,78.24,15,96,4.34,overcast clouds
425,Acapulco,MX,16.8634,-99.8901,87.62,70,20,12.66,few clouds
426,Huarmey,PE,-10.0681,-78.1522,68.54,69,35,11.32,scattered clouds
427,Goundam,ML,16.4145,-3.6708,80.96,62,100,11.12,moderate rain
428,Milkovo,RU,54.7167,158.6167,55.65,79,98,3.8,overcast clouds
429,Chamalieres,FR,45.7756,3.0631,79.52,54,0,4.61,clear sky
430,Sitka,US,57.0531,-135.33,60.69,77,100,5.75,overcast clouds
431,Baiyin,CN,36.5583,104.2081,71.87,72,18,4.85,few clouds
432,Ankang,CN,32.68,109.0172,77.76,84,0,1.25,clear sky
433,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,77,75,3.44,broken clouds
434,Hovd,MN,48.0056,91.6419,65.35,50,77,6.06,broken clouds
435,Verkhnevilyuysk,RU,63.4453,120.3167,52.9,71,100,7.81,overcast clouds
436,Ilam,NP,26.9167,87.9167,69.42,93,42,2.24,scattered clouds
437,Greenwood,US,34.1668,-82.1165,93.61,55,75,0.0,broken clouds
438,Nome,US,64.5011,-165.4064,52.16,82,100,0.0,overcast clouds
439,Bonthe,SL,7.5264,-12.505,76.82,85,96,9.73,light rain
440,Floriano,BR,-6.7669,-43.0225,82.17,53,96,10.56,overcast clouds
441,Ngaoundere,CM,7.3167,13.5833,64.9,96,100,1.95,moderate rain
442,Chaupimarca,PE,-10.4333,-76.5333,46.85,55,91,9.53,overcast clouds
443,Hanmer Springs,NZ,-42.5167,172.8167,38.1,77,52,8.86,broken clouds
444,Vredendal,ZA,-31.6683,18.5012,49.69,85,10,4.27,clear sky
445,Alofi,NU,-19.0595,-169.9187,78.69,69,40,11.5,scattered clouds
446,Longyearbyen,SJ,78.2186,15.6401,46.65,94,100,0.96,overcast clouds
447,La Massana,AD,42.5667,1.4833,60.66,79,23,1.01,light rain
448,Miandrivazo,MG,-19.5167,45.4667,71.33,74,19,2.84,few clouds
449,Itoman,JP,26.1247,127.6694,82.42,89,20,4.61,few clouds
450,Kalmunai,LK,7.4167,81.8167,79.86,67,100,4.88,overcast clouds
451,Belyy Yar,RU,53.6039,91.3903,54.86,76,0,0.0,clear sky
452,Bairiki,KI,1.3292,172.9752,82.4,78,20,9.22,few clouds
453,Stephenville,US,32.2207,-98.2023,103.93,25,40,4.61,scattered clouds
454,Krasnoselkup,RU,65.7,82.4667,57.54,62,62,9.37,broken clouds
455,Cilegon,ID,-6.0174,106.0538,77.72,82,99,1.66,overcast clouds
456,Rio Grande,BR,-32.035,-52.0986,55.51,97,100,17.07,light rain
457,Komsomolskiy,UZ,40.4272,71.7189,77.41,34,0,3.96,clear sky
458,Ixtapa,MX,20.7,-105.2,91.22,62,40,9.22,scattered clouds
459,Hay River,CA,60.8156,-115.7999,59.81,54,6,8.72,clear sky
460,Riyadh,SA,24.6877,46.7219,98.74,23,12,4.12,few clouds
461,Jinchang,CN,38.4953,102.1739,75.78,59,0,4.43,clear sky
462,Ponta Delgada,PT,37.7333,-25.6667,77.72,83,40,8.05,scattered clouds
463,Fort-Shevchenko,KZ,44.5086,50.263,81.27,57,0,9.26,clear sky
464,Lander,US,42.833,-108.7307,94.1,17,0,18.41,clear sky
465,Portland,US,45.5234,-122.6762,75.74,60,75,8.01,broken clouds
466,Saryozek,KZ,44.3583,77.9753,66.18,57,12,5.14,few clouds
467,Cleveland,US,41.4995,-81.6954,86.61,67,20,5.75,few clouds
468,Khandbari,NP,27.3747,87.2039,72.14,91,86,1.57,overcast clouds
469,Seydi,TM,39.4816,62.9137,83.37,23,98,8.81,overcast clouds
470,Panguna,PG,-6.3164,155.4848,67.32,97,87,2.04,overcast clouds
471,Lishu,CN,43.3047,124.3278,73.63,92,80,16.58,broken clouds
472,Muli,MV,2.9167,73.5667,81.14,79,100,18.57,overcast clouds
473,Arkhangelsk,RU,64.5401,40.5433,68.11,68,40,4.47,scattered clouds
474,Babu,CN,24.4167,111.5167,77.32,93,100,2.15,light rain
475,Ishigaki,JP,24.3448,124.1572,85.3,73,88,10.63,overcast clouds
476,Samfya,ZM,-11.3649,29.5565,68.13,42,0,10.54,clear sky
477,Nioro,GM,13.35,-15.75,78.6,86,100,4.9,light rain
478,Jiayuguan,CN,39.8167,98.3,78.4,31,8,3.49,clear sky
479,Douentza,ML,14.9951,-2.9517,80.69,73,100,4.74,moderate rain
480,Kosjeric,RS,43.9961,19.9069,69.3,45,11,1.99,few clouds
481,Urumqi,CN,43.801,87.6005,77.95,36,0,6.71,clear sky
482,Jesus,PY,-27.05,-55.7833,61.12,81,92,7.94,overcast clouds
483,La Ronge,CA,55.1001,-105.2842,59.77,66,100,11.25,overcast clouds
484,Meggen,CH,47.0469,8.3747,81.95,57,20,5.75,mist
485,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,79.95,91,98,1.16,heavy intensity rain
486,Dumra,IN,26.5667,85.5167,81.43,85,89,7.78,overcast clouds
487,Fougamou,GA,-1.2154,10.5838,75.18,67,44,6.44,scattered clouds
488,Ubaitaba,BR,-14.3125,-39.3233,74.07,62,32,6.02,scattered clouds
489,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,79,29,18.1,scattered clouds
490,Ustka,PL,54.5805,16.8619,78.66,44,16,16.11,few clouds
491,Gizo,SB,-8.103,156.8419,81.59,75,9,5.93,light rain
492,Pangkalanbuun,ID,-2.6833,111.6167,72.54,99,100,1.72,light rain
493,Taltal,CL,-25.4,-70.4833,63.95,58,92,4.85,overcast clouds
494,Florianopolis,BR,-27.6146,-48.5012,72.55,83,75,10.36,light rain
495,Miyako,JP,39.6367,141.9525,66.33,90,98,3.67,overcast clouds
496,Piranhas,BR,-16.4269,-51.8222,91.47,19,14,5.08,few clouds
497,Sim,RU,54.993,57.6982,57.76,88,0,2.37,clear sky
498,Marihatag,PH,8.7936,126.2969,76.75,91,100,3.94,overcast clouds
499,Abay,KZ,49.6311,72.8539,48.58,44,74,14.29,broken clouds
500,Muswellbrook,AU,-32.2667,150.9,60.24,91,100,8.08,overcast clouds
501,Mbalmayo,CM,3.5167,11.5,69.49,94,100,4.29,light rain
502,Lata,PT,40.1629,-8.3327,66.81,87,79,3.67,broken clouds
503,Halifax,CA,44.6453,-63.5724,83.7,72,94,11.01,overcast clouds
504,Ibarra,EC,0.35,-78.1167,67.5,67,95,4.32,light rain
505,Yar-Sale,RU,66.8333,70.8333,57.34,89,10,7.7,clear sky
506,Kijang,KR,35.2442,129.2139,79.36,86,3,4.65,clear sky
507,Hobyo,SO,5.3505,48.5268,76.41,84,94,23.87,overcast clouds
508,Jilib,SO,0.4883,42.7854,74.1,76,5,11.5,clear sky
509,Mount Gambier,AU,-37.8333,140.7667,46.04,94,90,7.4,overcast clouds
510,Dagana,MR,16.5165,-15.5068,89.56,49,100,14.94,overcast clouds
511,Kirkwood,US,38.5834,-90.4068,89.22,78,75,5.75,broken clouds
512,Benguela,AO,-12.5763,13.4055,65.98,82,3,1.79,clear sky
513,Sharjah,AE,25.3573,55.4033,98.58,52,0,4.61,clear sky
514,Akyab,MM,20.15,92.9,80.73,87,98,11.16,overcast clouds
515,Aswan,EG,24.0934,32.907,95.52,18,53,12.26,broken clouds
516,Kawalu,ID,-7.3817,108.2082,69.39,91,92,0.31,overcast clouds
517,Coahuayana,MX,18.7333,-103.6833,92.73,55,17,7.02,few clouds
518,Okitipupa,NG,6.5047,4.7839,71.56,93,98,2.64,overcast clouds
519,Kedgwick,CA,47.6446,-67.3434,76.5,65,100,8.77,overcast clouds
520,Graaff-Reinet,ZA,-32.2522,24.5308,53.92,81,100,5.57,overcast clouds
521,Buala,SB,-8.145,159.5921,79.79,76,55,7.94,broken clouds
522,Bollnas,SE,61.3482,16.3946,64.15,91,100,11.81,light rain
523,Majene,ID,-3.5403,118.9707,75.34,88,11,9.33,few clouds
524,Umm Kaddadah,SD,13.6017,26.6876,90.37,37,84,12.1,broken clouds
525,Muri,IN,23.3667,85.8667,80.02,85,30,2.01,scattered clouds
526,Kez,RU,57.8979,53.7152,65.95,66,100,1.1,overcast clouds
527,Darab,IR,28.7519,54.5444,87.12,20,0,8.12,clear sky
528,Vestmanna,FO,62.1564,-7.1664,47.32,81,75,16.11,light rain
529,Quatre Cocos,MU,-20.2078,57.7625,70.09,72,25,16.82,scattered clouds
530,Karoi,ZW,-16.8099,29.6925,59.76,55,0,4.07,clear sky
531,Tefe,BR,-3.3542,-64.7114,84.31,74,75,3.44,light rain
532,Vidor,US,30.1316,-94.0155,96.22,45,100,5.37,overcast clouds
533,Port Hawkesbury,CA,45.6169,-61.3485,87.91,56,99,5.01,overcast clouds
534,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,53.64,96,100,14.38,moderate rain
535,Agadez,NE,19.75,10.25,96.93,21,2,3.74,clear sky
536,Taian,CN,36.1853,117.12,79.52,91,0,4.29,clear sky
537,Nemuro,JP,43.3236,145.575,57.63,86,100,10.42,overcast clouds
538,Tabou,CI,4.423,-7.3528,74.77,77,100,7.11,overcast clouds
539,Lasa,IT,46.6166,10.7002,73.36,83,59,1.45,broken clouds
540,Morant Bay,JM,17.8815,-76.4093,92.71,68,47,14.27,scattered clouds
541,Tanhacu,BR,-14.0214,-41.2481,81.84,33,20,5.03,few clouds
542,Lambari,BR,-21.9756,-45.3503,74.68,36,68,3.85,broken clouds
543,Felipe Carrillo Puerto,MX,19.5833,-88.05,91.15,47,100,7.99,overcast clouds
544,Kahului,US,20.8947,-156.47,84.22,67,40,11.5,scattered clouds
545,Tokur,RU,53.1333,132.9,53.2,98,72,2.93,broken clouds
546,Waipawa,NZ,-41.4122,175.5153,42.75,92,11,7.2,few clouds
547,Along,IN,28.1667,94.7667,75.31,98,100,0.96,overcast clouds
548,Kabompo,ZM,-13.5927,24.2008,62.13,35,1,5.73,clear sky
549,Klaksvik,FO,62.2266,-6.589,49.12,79,99,14.65,overcast clouds
550,Yulara,AU,-25.2406,130.9889,49.28,42,0,8.99,clear sky
551,Mirnyy,RU,62.5353,113.9611,50.23,93,100,7.0,overcast clouds
552,Kenai,US,60.5544,-151.2583,65.03,78,75,6.91,broken clouds
553,Cradock,ZA,-32.1642,25.6192,56.37,67,100,3.42,overcast clouds
554,Foumbot,CM,5.5079,10.6356,64.71,95,65,1.39,broken clouds
555,Ambilobe,MG,-13.2,49.05,66.2,73,4,4.97,clear sky
556,Nizhneangarsk,RU,55.7833,109.55,50.2,76,6,8.08,clear sky
557,Chany,RU,55.3121,76.7647,56.41,78,16,4.56,few clouds
558,Wanning,CN,18.8003,110.3967,80.17,89,100,9.01,overcast clouds
559,Turukhansk,RU,65.8167,87.9833,50.56,78,51,2.46,broken clouds
560,Helong,CN,42.5397,128.9972,70.29,93,99,4.59,overcast clouds
561,Agirish,RU,61.9247,63.0231,64.96,59,69,4.81,broken clouds
562,Santa Barbara,US,34.7333,-120.0343,86.99,17,0,8.05,clear sky
563,Alcudia,ES,39.8532,3.1214,87.75,64,0,7.49,clear sky
564,Les Cayes,HT,18.2,-73.75,86.47,61,71,13.04,broken clouds
565,Gourcy,BF,13.2167,-2.35,78.4,78,98,9.37,moderate rain
566,Psebay,RU,44.1234,40.8107,64.69,92,2,5.41,clear sky
567,Ruteng,ID,-8.6136,120.4721,56.26,81,9,1.19,clear sky
568,Vidalia,US,32.2177,-82.4135,94.95,43,75,5.75,broken clouds
569,Ornskoldsvik,SE,63.2909,18.7153,61.75,82,93,3.44,overcast clouds
570,Kamyshin,RU,50.0983,45.416,74.62,52,61,10.74,broken clouds
571,Luba,GQ,3.4568,8.5547,76.5,87,100,8.46,light rain
572,Balykshi,KZ,47.0667,51.8667,82.4,30,0,11.18,clear sky
573,Hirara,JP,24.8,125.2833,84.81,72,29,7.11,scattered clouds
574,Coesfeld,DE,51.9333,7.15,79.59,61,84,11.99,broken clouds
575,Farafangana,MG,-22.8167,47.8333,67.24,79,38,7.31,scattered clouds
576,Kavos,GR,38.8268,22.8322,81.03,43,0,6.24,clear sky
577,Muravlenko,RU,63.7898,74.523,64.94,48,44,8.72,scattered clouds
578,Nishihara,JP,26.1842,127.7558,81.68,89,20,4.61,few clouds
579,Hwange,ZW,-18.3693,26.5019,67.59,47,0,1.68,clear sky
580,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,70.16,40,0,12.17,clear sky
581,Laguna,US,38.421,-121.4238,100.02,24,0,10.36,clear sky
582,Mandalgovi,MN,45.7625,106.2708,65.01,55,81,9.66,broken clouds
583,Dum Duma,IN,27.5667,95.5667,77.13,97,100,1.36,overcast clouds
584,Okakarara,NA,-20.5833,17.4333,57.56,21,0,2.19,clear sky
585,Mercedes,AR,-34.6515,-59.4307,57.04,45,100,7.76,overcast clouds
586,Skhisma,GR,35.2667,25.7167,80.83,69,0,10.22,clear sky
587,Caborca,MX,30.5838,-111.101,88.86,44,4,3.13,clear sky
588,Raahe,FI,64.6833,24.4833,59.09,81,100,15.3,overcast clouds
589,Dire Dawa,ET,9.5931,41.8661,70.86,65,0,20.04,clear sky
590,Lakes Entrance,AU,-37.8811,147.981,50.16,68,0,8.43,clear sky
591,Tigao,PH,9.2089,126.1761,76.95,91,100,8.05,overcast clouds
592,Kangaatsiaq,GL,68.3065,-53.4641,42.03,97,100,8.57,moderate rain
593,Jumla,NP,29.2747,82.1838,63.05,94,100,1.72,overcast clouds
594,Travesia,HN,15.8667,-87.9,90.14,69,98,9.46,overcast clouds
595,Chibombo,ZM,-14.6569,28.0706,63.84,46,0,6.69,clear sky
596,Panaba,MX,21.2833,-88.2667,89.98,51,79,16.11,broken clouds
597,Ca Mau,VN,9.1769,105.15,77.92,83,100,7.78,overcast clouds
598,Kanniyakumari,IN,8.0833,77.5667,77.13,86,100,25.75,heavy intensity rain
599,Coquimbo,CL,-29.9533,-71.3436,60.53,67,0,11.5,clear sky
600,Dalbandin,PK,28.8947,64.4101,92.77,12,0,5.82,clear sky
601,Kayerkan,RU,69.3497,87.7602,60.53,67,99,6.69,overcast clouds
602,Bonavista,CA,48.6499,-53.1147,64.31,89,100,14.99,overcast clouds
603,Borogontsy,RU,62.6683,131.1683,60.98,93,43,4.88,scattered clouds
604,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,69,75,17.27,broken clouds
605,Kavieng,PG,-2.5744,150.7967,81.91,77,100,13.02,light rain
606,Namie,JP,37.4833,141.0,71.71,96,100,4.74,light rain
607,Casino,AU,-28.8667,153.05,60.78,98,10,4.52,clear sky
608,Voi,KE,-3.3945,38.563,67.98,70,67,10.96,broken clouds
609,Amazar,RU,53.858,120.875,61.86,98,100,3.69,overcast clouds
610,Eyl,SO,7.9803,49.8164,78.39,71,97,24.49,overcast clouds
611,Tura,IN,25.5198,90.2201,74.32,95,92,2.89,overcast clouds
612,Niltepec,MX,16.5667,-94.6167,91.83,51,35,1.61,scattered clouds
613,Rincon,US,32.296,-81.2354,90.91,53,20,17.27,few clouds
614,Izumo,JP,35.3667,132.7667,78.75,92,1,7.25,light rain
615,Biak,ID,-0.9131,122.8766,73.67,76,55,6.04,broken clouds
616,Walvis Bay,NA,-22.9575,14.5053,55.09,100,1,10.36,clear sky
617,Lumberton,US,34.6182,-79.0086,97.45,37,35,12.48,scattered clouds
618,Qingdao,CN,36.0986,120.3719,82.0,94,5,4.47,clear sky
619,Cromwell,US,41.5951,-72.6454,98.56,49,20,11.5,few clouds
620,Mantua,IT,45.1667,10.7833,88.84,65,0,1.99,clear sky
621,Fuzhou,CN,26.0614,119.3061,82.29,95,3,2.35,clear sky
622,Kpalime,TG,6.9,0.6333,71.51,82,99,3.98,overcast clouds
623,Vichy,FR,46.25,3.5833,77.9,50,100,0.89,overcast clouds
624,Bayan,CN,46.0833,127.4,72.68,98,100,10.67,overcast clouds
625,Farah,AF,32.5,62.5,83.07,18,0,2.55,clear sky
626,Moussoro,TD,13.6408,16.4901,85.53,55,100,8.72,light rain
627,Lesnoy,RU,57.6198,63.0784,58.66,78,8,4.0,clear sky
628,Marstal,DK,54.8562,10.5173,67.91,84,95,11.16,overcast clouds
629,Mancio Lima,BR,-7.6142,-72.8958,80.67,89,75,4.61,broken clouds
630,Gonen,TR,40.1049,27.654,77.02,38,0,7.76,clear sky
631,Guanica,PR,17.9716,-66.908,85.98,79,100,17.87,overcast clouds
632,Leh,IN,34.1667,77.5833,65.59,39,52,4.52,broken clouds
633,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,14.97,scattered clouds
634,Almaznyy,RU,48.0448,40.045,70.72,79,90,6.69,overcast clouds
635,Havelock,US,34.8791,-76.9013,92.05,76,71,3.0,broken clouds
636,Ouallam,NE,14.3188,2.0866,77.38,76,36,12.37,scattered clouds
637,Mahon,ES,39.8885,4.2658,81.16,69,0,4.61,clear sky
638,Jardim,BR,-21.4803,-56.1381,90.63,20,54,12.1,broken clouds
639,Dongsheng,CN,39.8161,109.9776,68.2,83,0,6.62,clear sky
640,Kajaani,FI,64.2273,27.7285,64.45,77,0,5.75,clear sky
641,Timra,SE,62.487,17.3257,64.67,72,0,8.05,clear sky
642,Naze,JP,28.3667,129.4833,78.75,85,100,8.32,overcast clouds
643,Finschhafen,PG,-6.6024,147.8681,78.93,78,100,7.87,overcast clouds
644,Suez,EG,29.9737,32.5263,81.23,65,0,14.18,clear sky
645,Xian,CN,34.2583,108.9286,81.41,64,3,3.33,clear sky
646,Seoul,KR,37.5683,126.9778,80.04,95,7,3.02,clear sky
647,Manokwari,ID,-0.8667,134.0833,76.8,79,95,2.86,overcast clouds
648,Abha,SA,18.2164,42.5053,66.02,77,20,8.05,few clouds
649,Manga,BF,11.6636,-1.0731,75.27,86,100,6.93,overcast clouds
650,Saint-Augustin,CA,51.226,-58.6502,68.43,71,89,18.86,overcast clouds
651,Staroaleyskoye,RU,51.0061,82.0,59.77,50,90,11.88,overcast clouds
652,Karpathos,GR,35.507,27.2132,75.16,83,1,24.16,light rain
653,Okhotsk,RU,59.3833,143.3,57.51,94,100,4.88,overcast clouds
654,Cangas,ES,42.2641,-8.7846,79.95,89,0,13.8,clear sky
655,Petauke,ZM,-14.2426,31.3253,67.14,41,0,10.31,clear sky
656,Winslow,US,35.0242,-110.6974,89.78,31,0,14.97,clear sky
657,Greensboro,US,36.0726,-79.792,94.05,56,75,9.22,broken clouds
658,Santo Domingo,DO,18.5001,-69.9886,86.94,75,40,3.0,scattered clouds
659,Padang,ID,-0.9492,100.3543,77.05,81,100,3.24,light rain
660,Pujili,EC,-0.95,-78.6833,60.69,58,40,18.41,scattered clouds
661,Acari,PE,-15.4311,-74.6158,72.99,51,17,8.84,few clouds
662,Medicine Hat,CA,50.0501,-110.6683,91.83,19,40,20.71,scattered clouds
663,Onega,RU,63.9061,38.1404,63.81,77,74,6.89,broken clouds
664,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,93.63,18,0,3.94,clear sky
665,Ruiru,KE,-1.1606,36.9567,62.67,88,100,3.44,drizzle
666,Micheweni,TZ,-4.9667,39.8333,73.17,81,3,10.4,clear sky
667,Ivoti,BR,-29.5911,-51.1606,75.61,65,45,9.86,scattered clouds
668,Kincardine,GB,56.0667,-3.7167,57.92,75,36,7.7,scattered clouds
669,Darapidap,PH,17.2131,120.4114,78.84,85,100,3.76,overcast clouds
670,Dafeng,CN,23.4517,108.5881,78.91,90,100,2.59,heavy intensity rain
671,Paraiso,CR,9.8383,-83.8656,72.46,97,100,3.24,overcast clouds
672,San Policarpo,PH,12.1791,125.5072,76.19,90,100,7.36,light rain
673,Lezajsk,PL,50.2626,22.4193,71.65,69,8,8.34,clear sky
674,Saint-Pierre,RE,-21.3393,55.4781,66.9,82,0,6.91,clear sky
675,San Quintin,MX,30.4833,-115.95,76.28,72,37,16.42,scattered clouds
676,Chinsali,ZM,-10.5414,32.0816,59.9,57,0,7.16,clear sky
677,Abohar,IN,30.15,74.1833,84.7,75,16,6.06,few clouds
678,Thunder Bay,CA,48.4001,-89.3168,76.91,41,20,6.91,few clouds
679,Ahipara,NZ,-35.1667,173.1667,51.49,89,0,3.76,clear sky
680,Chicama,PE,-7.8447,-79.1469,61.34,59,37,10.2,scattered clouds
681,Morro Bay,US,35.3658,-120.8499,96.93,43,92,11.01,overcast clouds
682,Sal Rei,CV,16.1833,-22.9167,76.39,78,56,9.6,broken clouds
683,Soma,TR,39.1855,27.6094,71.38,71,0,9.57,clear sky
684,Pontianak,ID,-0.0333,109.3333,73.38,100,75,3.44,broken clouds
685,Kuching,MY,1.55,110.3333,77.22,94,40,4.61,moderate rain
686,Boa Vista,BR,2.8197,-60.6733,89.58,51,40,9.22,scattered clouds
687,Lensk,RU,60.7253,114.9278,56.41,82,100,3.42,overcast clouds
688,Gat,IL,31.61,34.7642,82.4,100,0,5.95,clear sky
689,Beringovskiy,RU,63.05,179.3167,54.09,62,0,5.73,clear sky
690,Abu Samrah,SY,35.3029,37.1841,87.1,36,0,6.69,clear sky
691,San Andres,CO,12.5847,-81.7006,77.02,88,100,11.5,heavy intensity drizzle
692,Ahuimanu,US,21.4447,-157.8378,83.34,68,100,7.0,overcast clouds
693,Rundu,NA,-17.9333,19.7667,67.62,33,3,5.46,clear sky
694,Kaitong,CN,44.8135,123.15,72.05,84,0,11.21,clear sky
695,Tres Arroyos,AR,-38.3739,-60.2798,57.0,41,1,11.18,clear sky
